,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group
432,Male,False,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45000076293945,119.5,No,1 - 12
433,Male,False,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.400001525878906,518.9000244140625,Yes,1 - 12
434,Male,False,Yes,No,Yes,No,No,,,,,,,Two year,Yes,Electronic check,19.75,899.4500122070312,No,37 - 48
435,Female,False,No,No,No,,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45000076293945,1183.800048828125,No,25 - 36
436,Male,False,Yes,No,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),20.850000381469727,720.0499877929688,No,25 - 36
437,Male,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.0500030517578,8468.2001953125,No,61 - 72
438,Male,False,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8499984741211,3161.199951171875,No,25 - 36
439,Male,False,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.04999923706055,55.04999923706055,No,1 - 12
440,Female,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.9499969482422,1882.550048828125,No,13 - 24
441,Female,True,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.5500030517578,5070.39990234375,No,49 - 60
442,Female,False,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.6500015258789,6049.5,No,49 - 60
443,Female,False,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.80000305175781,1166.699951171875,No,13 - 24
444,Female,False,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4000015258789,2937.64990234375,No,25 - 36
445,Female,False,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9000015258789,6396.4501953125,Yes,49 - 60
446,Female,False,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55000305175781,69.55000305175781,Yes,1 - 12
447,Female,False,Yes,Yes,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.049999237060547,1270.25,No,49 - 60
448,Male,False,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.5499877929688,No,1 - 12
449,Male,False,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.5498046875,No,61 - 72
450,Female,False,No,No,Yes,Yes,No,,,,,,,One year,No,Mailed check,24.700000762939453,1642.75,No,61 - 72
451,Female,True,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4000244140625,No,13 - 24
452,Male,False,Yes,No,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.20000076293945,3582.39990234375,No,49 - 60
453,Female,False,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05000305175781,2227.10009765625,Yes,25 - 36
454,Female,False,Yes,No,Yes,Yes,No,,,,,,,Two year,No,Mailed check,24.399999618530277,1417.9000244140625,No,61 - 72
455,Female,False,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1500015258789,2494.64990234375,No,13 - 24
456,Male,False,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9000015258789,2768.35009765625,No,25 - 36
457,Female,False,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.80000305175781,2369.300048828125,No,25 - 36
458,Male,False,Yes,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.0,38.0,No,1 - 12
459,Male,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.0999984741211,75.0999984741211,No,1 - 12
460,Male,False,No,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.649999618530277,100.9000015258789,No,1 - 12
461,Female,False,Yes,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.44999694824219,1614.050048828125,No,13 - 24
462,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.1500015258789,385.8999938964844,Yes,1 - 12
463,Male,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8000030517578,673.25,Yes,1 - 12
464,Male,True,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.0500030517578,8404.900390625,No,61 - 72
465,Male,False,No,No,No,,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.04999923706055,2799.75,No,61 - 72
466,Male,True,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.0999984741211,6538.4501953125,No,61 - 72
467,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.69999694824219,6588.9501953125,No,61 - 72
468,Female,False,No,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,19.899999618530277,868.0999755859375,No,37 - 48
469,Female,False,Yes,Yes,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95000076293945,734.3499755859375,Yes,13 - 24
470,Female,True,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,20.649999618530277,330.6000061035156,No,13 - 24
471,Male,False,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,1 - 12
472,Male,False,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05000305175781,564.4000244140625,No,1 - 12
473,Male,False,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.59999847412109,1315.3499755859375,No,13 - 24
474,Female,False,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.69999694824219,74.69999694824219,Yes,1 - 12
475,Male,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes,13 - 24
476,Male,True,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05000305175781,2747.199951171875,No,25 - 36
477,Female,False,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.69999694824219,554.0499877929688,No,1 - 12
478,Male,False,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0999984741211,453.3999938964844,Yes,1 - 12
479,Female,False,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.7999877929688,Yes,13 - 24
480,Male,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,19.649999618530277,225.75,No,1 - 12
481,Female,False,Yes,No,No,,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.29999923706055,2145.0,Yes,37 - 48
482,Female,True,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.44999694824219,1671.5999755859375,No,13 - 24
483,Female,False,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.7998046875,No,61 - 72
484,Female,False,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55000305175781,680.0499877929688,Yes,1 - 12
485,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85009765625,No,61 - 72
486,Female,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.1500015258789,1415.0,No,13 - 24
487,Male,False,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.5999984741211,6201.9501953125,No,61 - 72
488,Female,False,Yes,Yes,No,,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.54999923706055,2302.0628607304257,No,
489,Male,False,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3499984741211,74.3499984741211,Yes,1 - 12
490,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8000030517578,6597.25,No,61 - 72
491,Female,False,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.1500015258789,No,1 - 12
492,Female,False,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,139.39999389648438,Yes,1 - 12
493,Male,True,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05000305175781,3902.60009765625,No,61 - 72
494,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.399999618530277,20.399999618530277,No,1 - 12
495,Male,False,No,No,No,,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.5999755859376,Yes,13 - 24
496,Male,False,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.900001525878906,1785.6500244140625,No,25 - 36
497,Female,False,Yes,No,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.799999237060547,1397.6500244140625,No,61 - 72
498,Female,True,No,No,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.450000762939453,131.0500030517578,Yes,1 - 12
499,Female,False,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.6999969482422,1238.449951171875,Yes,1 - 12
500,Male,False,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.050048828125,No,25 - 36
501,Female,True,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.69999694824219,5676.0,No,61 - 72
502,Female,False,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.19999694824219,4543.14990234375,No,61 - 72
503,Female,False,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05000305175781,4326.7998046875,No,49 - 60
504,Male,False,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.44999694824219,5502.5498046875,No,61 - 72
505,Female,True,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.0999984741211,1782.4000244140625,Yes,13 - 24
506,Male,False,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.7999877929688,No,1 - 12
507,Male,False,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.1999969482422,167.5,Yes,1 - 12
508,Female,False,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.8500061035156,Yes,1 - 12
509,Female,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,19.850000381469727,No,1 - 12
510,Male,True,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3000030517578,1818.300048828125,No,13 - 24
511,Male,False,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4499969482422,6300.14990234375,No,61 - 72
512,Female,True,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3499984741211,334.79998779296875,Yes,1 - 12
513,Female,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.4499969482422,5916.9501953125,No,49 - 60
514,Male,False,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.39990234375,No,25 - 36
515,Male,False,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8000030517578,4131.9501953125,Yes,37 - 48
516,Female,False,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.29999923706055,1546.300048828125,No,25 - 36
517,Female,True,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05000305175781,302.6000061035156,No,1 - 12
518,Female,True,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.19999694824219,1929.3499755859373,Yes,25 - 36
519,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.049999237060547,265.45001220703125,No,1 - 12
520,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4000015258789,6989.4501953125,No,61 - 72
521,Male,True,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.59999847412109,1442.0,No,25 - 36
522,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.39990234375,No,49 - 60
523,Female,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.5999984741211,1758.5999755859375,Yes,13 - 24
524,Male,False,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0500030517578,3480.0,Yes,25 - 36
525,Male,False,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.2998046875,No,49 - 60
526,Male,True,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.150390625,No,61 - 72
527,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.6999969482422,5430.35009765625,No,49 - 60
528,Male,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,19.600000381469727,686.9500122070312,No,25 - 36
529,Female,True,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9000015258789,5706.2998046875,No,49 - 60
530,Female,False,Yes,Yes,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),21.100000381469727,490.6499938964844,No,13 - 24
531,Male,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.049999237060547,1360.25,No,61 - 72
532,Male,False,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,174.4499969482422,No,1 - 12
533,Male,True,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.1500015258789,7379.7998046875,No,61 - 72
534,Female,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,1 - 12
535,Male,False,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55000305175781,1021.75,No,1 - 12
536,Female,False,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55000305175781,5029.0498046875,No,61 - 72
537,Female,False,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45000076293945,1955.4000244140625,No,25 - 36
538,Female,False,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.6500015258789,6744.2001953125,No,61 - 72
539,Female,False,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.5999984741211,4946.7001953125,No,49 - 60
540,Female,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.0999984741211,8248.5,No,61 - 72
541,Female,False,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95000076293945,601.5999755859375,No,1 - 12
542,Female,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.549999237060547,19.549999237060547,No,1 - 12
543,Male,False,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05000305175781,834.0999755859375,Yes,1 - 12
544,Male,False,No,No,No,,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.54999923706055,597.0,Yes,13 - 24
545,Male,False,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.94999694824219,2647.199951171875,No,25 - 36
546,Male,False,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.30000305175781,3266.0,Yes,37 - 48
547,Female,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0500030517578,6744.25,No,61 - 72
548,Male,True,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9000015258789,5265.5,No,49 - 60
549,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.75,311.6000061035156,No,13 - 24
550,Male,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3000030517578,7966.89990234375,No,61 - 72
551,Female,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5999984741211,8220.400390625,No,61 - 72
552,Male,False,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.350000381469727,1153.25,No,49 - 60
553,Female,False,Yes,Yes,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.600000381469727,514.75,No,13 - 24
554,Male,False,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.3499984741211,2596.14990234375,Yes,25 - 36
555,Female,False,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,No,49 - 60
556,Female,False,No,No,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.899999618530277,19.899999618530277,No,1 - 12
557,Male,False,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.5999984741211,2708.199951171875,No,37 - 48
558,Male,False,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.19999694824219,760.0499877929688,No,1 - 12
559,Male,False,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.29999923706055,49.29999923706055,No,1 - 12
560,Male,False,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.2998046875,No,49 - 60
561,Male,False,Yes,No,Yes,Yes,No,,,,,,,Month-to-month,Yes,Mailed check,23.600000381469727,89.05000305175781,No,1 - 12
562,Male,False,Yes,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.69999694824219,516.1500244140625,No,1 - 12
563,Male,False,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,49 - 60
564,Male,False,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.30000305175781,445.9500122070313,No,1 - 12
565,Male,False,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.8499984741211,4973.39990234375,No,61 - 72
566,Male,False,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9000015258789,1667.25,No,13 - 24
567,Male,False,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No,61 - 72
568,Female,False,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.60009765625,Yes,25 - 36
569,Female,False,No,No,No,,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.400001525878906,422.6000061035156,No,1 - 12
570,Female,False,Yes,Yes,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),19.25,1103.25,No,49 - 60
571,Male,True,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.59999847412109,2754.0,No,37 - 48
572,Female,False,No,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9000015258789,697.25,No,1 - 12
573,Male,False,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3000030517578,5614.4501953125,Yes,49 - 60
574,Female,True,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.8499984741211,3204.39990234375,No,25 - 36
575,Male,False,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05000305175781,4747.64990234375,No,61 - 72
576,Male,False,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.0500030517578,3082.10009765625,No,25 - 36
577,Male,False,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9000244140625,No,1 - 12
578,Male,True,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.5500030517578,3365.39990234375,No,25 - 36
579,Male,False,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.649999618530277,38.79999923706055,No,1 - 12
580,Female,False,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.0,233.5500030517578,Yes,1 - 12
581,Female,False,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.30000305175781,75.30000305175781,Yes,1 - 12
582,Female,True,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.19999694824219,346.20001220703125,Yes,1 - 12
583,Female,False,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.0,19.0,No,1 - 12
584,Female,False,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.0,61.70000076293945,No,1 - 12
585,Female,True,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.69999694824219,85.69999694824219,Yes,1 - 12
586,Male,False,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.449951171875,No,49 - 60
587,Male,False,Yes,Yes,Yes,No,No,,,,,,,One year,No,Mailed check,20.100000381469727,85.0999984741211,No,1 - 12
588,Male,False,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.1500015258789,7422.10009765625,No,61 - 72
589,Male,False,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4000015258789,6668.0498046875,No,61 - 72
590,Male,False,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9000015258789,8071.0498046875,No,61 - 72
591,Male,False,Yes,Yes,Yes,Yes,No,,,,,,,One year,No,Electronic check,24.899999618530277,1174.800048828125,No,37 - 48
592,Male,False,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,61 - 72
593,Male,False,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.30000305175781,2438.60009765625,No,25 - 36
594,Male,False,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.59999847412109,45.59999847412109,No,1 - 12
595,Female,False,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.650001525878906,713.75,Yes,1 - 12
596,Male,False,No,No,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.84999847412109,916.1500244140624,No,13 - 24
597,Male,False,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55000305175781,237.1999969482422,No,1 - 12
598,Male,False,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.3499984741211,4614.5498046875,No,49 - 60
599,Male,False,Yes,No,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),20.399999618530277,1414.449951171875,No,61 - 72
600,Male,False,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55000305175781,1170.5,No,13 - 24
601,Male,False,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,19.950000762939453,47.70000076293945,No,1 - 12
602,Female,False,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,61 - 72
603,Male,False,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.6500015258789,4903.2001953125,No,37 - 48
604,Female,False,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5500030517578,3608.0,No,25 - 36
